queue_no,registry_key,title,source,author,year,legacy_category,target_category,domain_scope,authority_tier_candidate,target_authority_level_if_approved,review_bucket,planned_import_stage,target_table_plan,reviewer_roles_required,minimum_checks,blocking_flags,human_decision_required,initial_review_status,approval_decision,reference_document_status_on_import,knowledge_document_status_on_import,is_chat_eligible,chat_priority,supabase_dml_status,origin,origin_file,content_preview
67,3ac3ff6bd0ef,الأم - الإمام الشافعي - محمد بن إدريس الشافعي,محمد بن إدريس الشافعي,,,jurisprudence,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767967445194.json,
68,c58fa268d24c,العدل والإنصاف في معرفة أصول الفقه والاختلاف - أبو يعقوب يوسف بن إبراهيم الوارجلاني,أبو يعقوب يوسف بن إبراهيم الوارجلاني,,,jurisprudence,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767967445194.json,
69,fc68ccea7bd0,المبسوط - السرخسي - شمس الأئمة محمد بن أحمد السرخسي,شمس الأئمة محمد بن أحمد السرخسي,,,jurisprudence,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767967445194.json,
70,4e471e8449e4,المغني - ابن قدامة المقدسي - موفق الدين عبد الله بن أحمد بن قدامة المقدسي,موفق الدين عبد الله بن أحمد بن قدامة المقدسي,,,jurisprudence,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767967445194.json,
71,e9e4dd113fe5,الوقف الإسلامي بين النظرية والتطبيق - حسن عبد الله الأمين - حسن عبد الله الأمين,حسن عبد الله الأمين,,,jurisprudence,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767967445194.json,
72,f30c44ca0ce6,"Consequences of the Ottoman land law: Agrarian and privatization processes in Palestine, 1858–1918",R Kark,,,law,law,waqf_law,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_success_insert_query,db-query-1767974699280.json,"دراسة تحلل تأثيرات قانون الأراضي العثماني على العمليات الزراعية وعمليات الخصخصة في فلسطين خلال الفترة من 1858 إلى 1918. نشرت في Springer وحصلت على 33 استشهاداً أكاديمياً.

المؤلف: R Kark
السنة: 2017
النوع: بحث أكاديمي"
73,bb48796c9c13,اختبار التصنيف,,,,law,law,waqf_law,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification;source_missing_blocker,missing_source;needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767917341400.json,
74,f2f43afc6f8d,ناظر الوقف,,,,law,law,waqf_law,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification;source_missing_blocker,missing_source;needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767917131739.json,
75,b10d43010b51,وقف (إسلام),,,,law,law,waqf_law,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification;source_missing_blocker,missing_source;needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767917131739.json,
76,1e578da5eb77,Mamluk and Ottoman Endowment Deeds as a Source for Geographical-Historical Research: The Waqfiyya of Haseki Sultan (1552 CE),"eScholarship, University of California",,,reference,reference,public_info,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767972509854.json,
77,9dfd0b9861a9,اختبار المستخدم,,,,reference,reference,public_info,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification;source_missing_blocker,missing_source;needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767917341400.json,
78,5df0ee400944,الأرشيف العثماني بأيدٍ فلسطينية.. وثائق تثبت ملكية الأراضي,https://www.aljazeera.net/culture/2020/2/9/,الجزيرة نت,2020,reference,reference,public_info,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,research_data/jerusalem_land_references.json,تقرير يتناول تسليم تركيا للأرشيف العثماني للسلطة الفلسطينية، والذي يشمل سجلات الطابو خلال الفترة ما قبل الانتداب البريطاني. يعتبر الأرشيف طوق نجاة لإثبات ملكيات الأراضي والعقارات.
79,79f924fb11fd,وثائق الملكية الفلسطينية في الأرشيف العثماني,https://www.al-wathiqa.com/ArticleView/20,موقع الوثيقة,,reference,reference,public_info,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,research_data/jerusalem_land_references.json,مقال يوضح أهمية سجلات الطابو العثماني الخاصة بالأراضي، والتي تحظى بالأولوية القانونية لإثبات حقوق ملكية الأراضي في فلسطين لدى المحاكم المحلية، ومحاكم الاحتلال، والمحاكم الدولية.
80,9c7d83645ae7,الوقف ودوره في تنمية المجتمع - عبد العزيز الخياط,,عبد العزيز الخياط,2006,إداري,administrative,administrative,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification;source_missing_blocker,missing_source;needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,new_references.json,"كتاب 'الوقف ودوره في تنمية المجتمع' للدكتور عبد العزيز الخياط من الدراسات المهمة التي تتناول دور الوقف في التنمية المستدامة. نُشر الكتاب عام 2006م.

يتناول الكتاب الوقف كأداة للتنمية الشاملة (الاقتصادية والاجتماعية والثقافية)، ويعرض نماذج تطبيقية من الأوقاف الناجحة في البلدان الإسلامية.

من أهم موضوعات الكتاب:
1. دور الوقف في التنمية الاقتصادية: توفير رأس المال، خلق فرص العمل، تمويل المشاريع الصغيرة والمتوسطة، والاستثمار في البنية التحتية.
2. دور الوقف في التنمية الاجتماعية: محاربة الفقر، توفير السكن للمحتاجين، رعاية الأيتام والأرامل، ورعاية ذوي الاحتياجات الخاصة.
3. دور الوقف في التنمية التعل"
81,3c52ec1899de,صيغ تمويلية مستحدثة للأوقاف - عبد الله بن منصور الغفيلي,,عبد الله بن منصور الغفيلي,2010,إداري,administrative,administrative,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification;source_missing_blocker,missing_source;needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,new_references.json,"كتاب 'صيغ تمويلية مستحدثة للأوقاف' للدكتور عبد الله بن منصور الغفيلي من الدراسات المتخصصة في التمويل الوقفي المعاصر. نُشر الكتاب عام 2010م.

يتناول الكتاب الصيغ التمويلية الحديثة التي يمكن استخدامها في الأوقاف، مع بيان ضوابطها الشرعية وتطبيقاتها العملية. يهدف الكتاب إلى تطوير الأوقاف الإسلامية من خلال استخدام أدوات مالية حديثة متوافقة مع الشريعة.

من أهم الصيغ التمويلية التي يعرضها الكتاب:

1. الوقف النقدي: وقف الأموال السائلة (نقود، أسهم، سندات إسلامية) واستثمارها في مشاريع مربحة. يعرض الكتاب الخلاف الفقهي حول جواز الوقف النقدي، ويرجح الجواز بضوابط.

2. الصكوك الوقفية: إصدار صكوك (أدوات مالية"
82,c70f554c67d0,أرشيفات القدس الإسلامية - مصادر لمسألة الوقف,https://www.palestine-studies.org/sites/default/files/hq-articles/9893.pdf,,,تاريخي,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,research_data/knowledge_base.json,"أرشيفات القدس الإسلامية تحتوي على مصادر أولية حيوية لدراسة الأوقاف في القدس العثمانية.

أهم المصادر:
1. سجلات المحاكم الشرعية: تحتوي على آلاف الحجج الوقفية
2. الوثائق العثمانية: سجلات الطابو والدفاتر العثمانية
3. وثائق المجلس الإسلامي الأعلى: من عهد الانتداب البريطاني
4. أرشيف وزارة الأوقاف: الوثائق المعاصرة

الأهمية:
- التوثيق التاريخي: إثبات ملكية الأوقاف
- الدراسات الأكاديمية: مصدر للباحثين
- الحماية القانونية: إثبات الحقوق الوقفية

هذه الأرشيفات تشكل مرجعاً أساسياً لأي دراسة تتعلق بالأوقاف في القدس وفلسطين."
83,f4398474cf63,أقدم وقف موثق في العالم (القرن 9 الميلادي),https://www.haaretz.com/archaeology/2021-12-06/,,,تاريخي,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,research_data/knowledge_base.json,"اكتشاف أثري لنقش على حجر جيري يتضمن وقف قريتين زراعيتين في فلسطين في القرن التاسع الميلادي، مع حيوانات عالية الجودة.

تفاصيل الاكتشاف:
- المادة: نقش على حجر جيري ناعم
- المحتوى: وقف قريتين زراعيتين
- الفترة: القرن التاسع الميلادي
- المكان: فلسطين

الأهمية:
- أقدم وقف موثق: من أقدم الأوقاف المكتشفة في العالم
- التوثيق: نقش على حجر جيري
- المحتوى: تفاصيل دقيقة عن الوقف

هذا الاكتشاف يؤكد أن نظام الوقف كان راسخاً في فلسطين منذ القرون الأولى للإسلام."
84,cb2be7104d9c,أوقاف القدس - الأوقاف الصلاحية,تاريخ أوقاف القدس,,,تاريخي,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,أوقف صلاح الدين الأيوبي العديد من الأراضي والعقارات في القدس لخدمة المسجد الأقصى والفقراء والمساكين.
85,96226d6f8289,أوقاف القدس - الزوايا والتكايا,تاريخ أوقاف القدس,,,تاريخي,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,انتشرت الزوايا والتكايا الموقوفة في القدس لخدمة الفقراء والمسافرين وطلاب العلم، وكانت تمول من ريع الأوقاف.
86,072a626febeb,أوقاف القدس - المدارس الوقفية,تاريخ التعليم في القدس,,,تاريخي,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,أنشئت العديد من المدارس الوقفية في القدس لتعليم القرآن والعلوم الشرعية، وكانت تمول من ريع الأوقاف.
87,6e68f93323d2,أوقاف القدس التاريخية - المسجد الأقصى,دراسات تاريخية عن أوقاف القدس,,,تاريخي,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,المسجد الأقصى المبارك وقف إسلامي خالص منذ الفتح الإسلامي، ولا يجوز التصرف فيه أو في أي جزء منه.
88,fe31675b9f76,الأوقاف الإسلامية في القدس الشريف - كامل جميل العسلي,,كامل جميل العسلي,1981,تاريخي,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification;source_missing_blocker,missing_source;needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,new_references.json,"كتاب 'الأوقاف الإسلامية في القدس الشريف' للمؤرخ الدكتور كامل جميل العسلي (1919-2015م) من أهم الدراسات التاريخية عن الأوقاف الإسلامية في القدس. نُشر الكتاب عام 1981م.

يتناول الكتاب تاريخ الأوقاف الإسلامية في القدس منذ الفتح الإسلامي حتى العصر الحديث، مع التركيز على العصر المملوكي والعثماني. يعرض الكتاب أنواع الأوقاف في القدس: أوقاف المساجد، أوقاف المدارس، أوقاف الزوايا والخوانق، أوقاف التكايا، أوقاف الأسبلة، وأوقاف البيمارستانات (المستشفيات).

يوثق الكتاب مئات الأوقاف في القدس بالاعتماد على وثائق المحاكم الشرعية وسجلات الأوقاف العثمانية. يعرض لكل وقف: اسم الواقف، تاريخ الوقف، الموقوف (عقارات،"
89,a1c53accb3fa,الأوقاف بعد 1967 - الاحتلال الإسرائيلي,الأوقاف تحت الاحتلال,,,تاريخي,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,استولت إسرائيل على العديد من الأوقاف في القدس والضفة الغربية بعد 1967، وفرضت قيوداً على إدارتها.
90,9b87ec4887cb,الأوقاف في الضفة الغربية - الإدارة الأردنية,تاريخ الأوقاف في الضفة الغربية,,,تاريخي,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,أدارت الأردن الأوقاف في الضفة الغربية من 1948 إلى 1967 وفق قانون الأوقاف الأردني رقم 23 لسنة 1964.
91,af82dd7bf29f,الحاج أمين الحسيني - رئيس المجلس الإسلامي,سيرة الحاج أمين الحسيني,,,تاريخي,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,ترأس الحاج أمين الحسيني المجلس الإسلامي الأعلى وعمل على تطوير الأوقاف وترميم المسجد الأقصى.
92,c80343d33840,المجلس الإسلامي الأعلى - الصلاحيات,تاريخ المجلس الإسلامي الأعلى,,,تاريخي,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,كان للمجلس الإسلامي الأعلى صلاحيات واسعة في إدارة الأوقاف والمحاكم الشرعية والشؤون الدينية في فلسطين.
93,08812e3c0931,ترميم المسجد الأقصى - الفترة البريطانية,تاريخ ترميم الأقصى,,,تاريخي,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,قام المجلس الإسلامي الأعلى بترميمات واسعة للمسجد الأقصى في الثلاثينيات، ممولة من تبرعات المسلمين وريع الأوقاف.
94,208b69674fc9,حارة المغاربة - الهدم,تاريخ حارة المغاربة,,,تاريخي,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,هدمت إسرائيل حارة المغاربة الوقفية بالكامل عام 1967، وشردت سكانها لإنشاء ساحة البراق.
95,cf77402bec02,وقف أبو مدين الغوث - القدس,أوقاف القدس التاريخية,,,تاريخي,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,وقف أبو مدين الغوث من أقدم الأوقاف في القدس، ويشمل عقارات ومساجد ومدارس، وتعرض للاستيلاء الإسرائيلي.
96,749d7c950a17,إعلام الموقعين عن رب العالمين - ابن القيم,,شمس الدين محمد بن أبي بكر ابن قيم الجوزية,751,فقهي,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification;source_missing_blocker,missing_source;needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,new_references.json,"كتاب 'إعلام الموقعين عن رب العالمين' للإمام ابن قيم الجوزية (691-751هـ) من أهم الكتب في أصول الفقه والفتوى والقضاء. يُعد مرجعاً أساسياً لفهم منهج الاجتهاد والفتوى في الإسلام.

يتناول الكتاب قواعد الفتوى وآدابها، ومناهج الاستدلال الفقهي، وأسباب الاختلاف بين الفقهاء، وكيفية الترجيح بين الأقوال المختلفة. كما يعرض قواعد فقهية مهمة مثل: تغير الفتوى بتغير الزمان والمكان والعرف، واعتبار المآلات في الأحكام، والموازنة بين المصالح والمفاسد.

في مجال الأوقاف، يُعد الكتاب مرجعاً مهماً لفهم كيفية التعامل مع المستجدات في الأوقاف، وكيفية الاجتهاد في المسائل التي لم ينص عليها الفقهاء السابقون. كما يوضح كيفية"
